,0,1,2,3,4,5,6,7,8,9,10,11,12,gender
0,-330.9349060058594,131.06539916992188,-32.37245559692383,29.45054817199707,-6.4008989334106445,18.369028091430664,3.0268127918243413,5.917020320892334,-12.296361923217773,-0.2806490063667297,-1.6345641613006592,-9.285526275634766,3.998390674591065,1.0
1,-361.02618408203125,130.17169189453122,-17.703310012817386,27.30971717834473,-2.352558135986328,20.574434280395508,1.886527419090271,6.114818572998048,-10.567460060119627,-5.9020938873291025,-1.7054716348648071,-11.030874252319336,3.0846714973449707,1.0
2,-352.1700134277344,120.93557739257812,-34.48055648803711,36.29928207397461,1.4940218925476074,25.94066429138184,-3.7282097339630127,4.402754306793213,-13.85276985168457,-4.145166873931885,-3.5358827114105225,-13.772828102111815,4.764884471893311,1.0
3,-404.92620849609375,122.31362915039062,-16.302967071533207,29.184246063232425,-12.125666618347168,21.961088180541992,12.883538246154785,-0.5803930163383484,-20.140438079833984,-9.411355018615724,1.5085391998291016,-4.0489864349365225,2.1376845836639404,1.0
4,-376.3534851074219,117.4795379638672,-16.827764511108402,34.75494384765625,-1.543704628944397,28.341930389404297,3.3989412784576416,4.990422248840332,-7.09711503982544,-6.15828275680542,-3.25173568725586,-9.07898235321045,0.1280166208744049,1.0
5,-392.1383972167969,125.20361328125,-9.686025619506836,32.345333099365234,2.524242639541626,23.372493743896484,7.8963255882263175,9.73753261566162,-11.989080429077148,-8.651880264282228,-0.006446112412959336,-3.010392665863037,3.9338858127594,1.0
6,-386.6982727050781,116.5972900390625,-11.643912315368652,34.460792541503906,-3.828786373138428,24.69973373413086,2.8284122943878174,5.925742149353027,-8.85479736328125,-4.1254286766052255,-1.5753682851791382,-10.41468906402588,3.333158254623413,1.0
7,-372.8132629394531,125.32121276855469,-15.994817733764648,24.71919822692871,-1.325816988945007,32.148265838623054,-0.6025384068489075,4.819075584411621,-10.09197998046875,-5.192892551422119,4.699659824371338,-5.7173805236816415,2.6294236183166504,1.0
8,-405.3501586914063,119.62955474853516,-3.4565365314483643,27.88434410095215,-8.653680801391603,29.6982421875,6.754723072052003,5.456725597381592,-12.065389633178713,-9.665489196777344,-2.9643259048461914,-4.8170013427734375,0.7468046545982361,1.0
9,-440.4541015625,116.94889068603516,-3.910375595092773,24.838685989379886,0.30824777483940125,31.052791595458984,0.8684404492378235,6.52850341796875,-8.370542526245117,-0.7847371697425842,3.3874239921569824,-6.387009620666504,6.241081714630128,1.0
10,-344.4002685546875,115.45784759521484,-10.797736167907717,20.67073631286621,-8.616598129272461,20.62026596069336,6.028534412384032,6.039744853973389,-8.270316123962402,-6.545268058776856,-1.8455880880355835,-8.99211597442627,1.3721742630004885,1.0
11,-367.9309997558594,125.2719955444336,-17.795166015625,43.814353942871094,-0.938363254070282,32.40228271484375,-3.5812878608703613,7.692309379577638,-10.84229564666748,-9.143664360046387,-1.6980974674224854,-9.39185905456543,3.9473726749420166,1.0
12,-363.0151672363281,130.84481811523438,-18.60651969909668,33.230831146240234,0.6531598567962646,24.397375106811523,0.015032676048576832,3.8300659656524663,-9.671990394592283,-5.265878200531006,-2.369900941848755,-11.070733070373537,0.6160281896591187,1.0
13,-353.4782409667969,108.85791778564452,-7.907180309295653,34.829330444335945,2.2858200073242188,23.65873908996582,4.477681636810303,5.382075786590576,-9.876623153686523,-10.21953010559082,0.42769327759742737,-6.063141822814941,0.5593098998069763,1.0
